Date_of_journey,Journey_day,Airline,Class,Source,Departure,Total_stops,Arrival,Destination,Duration_in_hours,Fare
2023-01-24,Tuesday,Vistara,Business,Bangalore,After 6 PM,1-stop,After 6 PM,Chennai,24.8333,63117
2023-02-10,Friday,Vistara,Business,Kolkata,6 AM - 12 PM,1-stop,After 6 PM,Delhi,9.4167,61713
2023-01-30,Monday,Vistara,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,6.5833,13398
2023-02-22,Wednesday,Vistara,Business,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,14.0,53757
2023-02-22,Wednesday,Air India,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,10.0,7908
2023-01-21,Saturday,Indigo,Economy,Hyderabad,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,5.9167,14295
2023-02-20,Monday,Indigo,Economy,Hyderabad,6 AM - 12 PM,non-stop,6 AM - 12 PM,Mumbai,1.5833,4687
2023-02-15,Wednesday,Vistara,Premium Economy,Ahmedabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Kolkata,24.9167,10381
2023-01-31,Tuesday,Indigo,Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,5.5,9299
2023-02-13,Monday,Vistara,Business,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Kolkata,7.75,49725
2023-02-17,Friday,Air India,Economy,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,8.4167,8654
2023-02-03,Friday,Vistara,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,7.25,9840
2023-02-19,Sunday,Vistara,Premium Economy,Chennai,12 PM - 6 PM,non-stop,After 6 PM,Delhi,2.5,10166
2023-01-24,Tuesday,Vistara,Business,Delhi,Before 6 AM,1-stop,12 PM - 6 PM,Hyderabad,6.5,43252
2023-01-29,Sunday,Vistara,Economy,Ahmedabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Mumbai,26.9167,17381
2023-02-10,Friday,Vistara,Premium Economy,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Kolkata,11.6667,15274
2023-02-15,Wednesday,Air India,Business,Delhi,12 PM - 6 PM,1-stop,12 PM - 6 PM,Ahmedabad,25.25,39167
2023-01-20,Friday,Vistara,Premium Economy,Mumbai,12 PM - 6 PM,1-stop,6 AM - 12 PM,Chennai,19.75,19396
2023-02-22,Wednesday,Vistara,Economy,Chennai,6 AM - 12 PM,2+-stop,6 AM - 12 PM,Delhi,22.25,6738
2023-01-19,Thursday,Air India,Business,Hyderabad,After 6 PM,1-stop,12 PM - 6 PM,Delhi,19.5,54578
2023-02-02,Thursday,Indigo,Economy,Delhi,12 PM - 6 PM,non-stop,After 6 PM,Bangalore,2.6667,5342
2023-02-04,Saturday,Indigo,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,8.5,5988
2023-03-03,Friday,Vistara,Business,Ahmedabad,Before 6 AM,1-stop,12 PM - 6 PM,Hyderabad,7.1667,29292
2023-02-01,Wednesday,Vistara,Economy,Bangalore,After 6 PM,1-stop,Before 6 AM,Delhi,6.5,8818
2023-01-27,Friday,Air India,Business,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,12.4167,38124
2023-03-06,Monday,AirAsia,Economy,Delhi,Before 6 AM,1-stop,12 PM - 6 PM,Kolkata,9.8333,6498
2023-01-29,Sunday,Vistara,Premium Economy,Mumbai,After 6 PM,1-stop,After 6 PM,Hyderabad,24.0833,30092
2023-01-21,Saturday,Vistara,Economy,Delhi,12 PM - 6 PM,1-stop,6 AM - 12 PM,Mumbai,16.8333,19297
2023-02-25,Saturday,Air India,Business,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Chennai,10.5833,49613
2023-01-29,Sunday,Vistara,Business,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Ahmedabad,11.0833,68590
2023-02-22,Wednesday,Air India,Business,Hyderabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Chennai,26.4167,51830
2023-02-15,Wednesday,Indigo,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,7.3333,8772
2023-03-04,Saturday,Vistara,Business,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Chennai,10.1667,44475
2023-02-08,Wednesday,Air India,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,26.0833,14758
2023-02-25,Saturday,Vistara,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,12.4167,11508
2023-02-01,Wednesday,Vistara,Economy,Mumbai,After 6 PM,non-stop,After 6 PM,Delhi,2.1667,5943
2023-02-27,Monday,Indigo,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,8.6667,8002
2023-03-06,Monday,Air India,Business,Hyderabad,6 AM - 12 PM,1-stop,After 6 PM,Kolkata,12.5833,51942
2023-02-16,Thursday,Air India,Business,Delhi,After 6 PM,1-stop,Before 6 AM,Chennai,6.0833,45257
2023-02-18,Saturday,Air India,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,6.3333,12168
2023-03-06,Monday,Vistara,Business,Kolkata,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,11.75,59126
2023-03-01,Wednesday,AirAsia,Economy,Bangalore,Before 6 AM,1-stop,6 AM - 12 PM,Delhi,5.3333,7702
2023-03-05,Sunday,Air India,Economy,Kolkata,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,12.1667,12408
2023-03-01,Wednesday,Vistara,Economy,Ahmedabad,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,7.75,7393
2023-02-12,Sunday,Vistara,Economy,Bangalore,After 6 PM,1-stop,After 6 PM,Ahmedabad,5.4167,8167
2023-02-01,Wednesday,Air India,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,6.0833,7665
2023-02-26,Sunday,Vistara,Premium Economy,Delhi,6 AM - 12 PM,non-stop,12 PM - 6 PM,Mumbai,2.25,7278
2023-01-16,Monday,Vistara,Business,Delhi,After 6 PM,1-stop,12 PM - 6 PM,Hyderabad,14.5833,48953
2023-03-02,Thursday,Indigo,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,5.5833,10154
2023-01-23,Monday,AirAsia,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Delhi,10.3333,11817
2023-02-20,Monday,Indigo,Economy,Bangalore,12 PM - 6 PM,1-stop,12 PM - 6 PM,Kolkata,4.6667,6214
2023-02-15,Wednesday,Vistara,Business,Mumbai,After 6 PM,1-stop,After 6 PM,Ahmedabad,22.8333,49501
2023-02-23,Thursday,Vistara,Economy,Bangalore,6 AM - 12 PM,non-stop,6 AM - 12 PM,Delhi,2.6667,5500
2023-02-27,Monday,Indigo,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,5.6667,8633
2023-03-04,Saturday,Indigo,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,5.6667,5567
2023-01-27,Friday,Vistara,Economy,Delhi,After 6 PM,non-stop,After 6 PM,Bangalore,2.6667,7184
2023-01-27,Friday,Vistara,Economy,Delhi,6 AM - 12 PM,non-stop,6 AM - 12 PM,Mumbai,2.1667,7320
2023-02-23,Thursday,Indigo,Economy,Bangalore,6 AM - 12 PM,2+-stop,12 PM - 6 PM,Kolkata,7.3333,6267
2023-01-19,Thursday,GO FIRST,Economy,Ahmedabad,After 6 PM,non-stop,After 6 PM,Bangalore,2.25,5703
2023-02-12,Sunday,Air India,Economy,Chennai,After 6 PM,1-stop,12 PM - 6 PM,Delhi,19.0833,10474
2023-03-05,Sunday,Vistara,Business,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,8.4167,45760
2023-01-18,Wednesday,Indigo,Economy,Delhi,After 6 PM,1-stop,Before 6 AM,Chennai,5.3333,11204
2023-02-24,Friday,Vistara,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Ahmedabad,14.25,5857
2023-03-02,Thursday,Air India,Economy,Ahmedabad,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,11.0833,15006
2023-02-26,Sunday,Air India,Economy,Kolkata,6 AM - 12 PM,1-stop,Before 6 AM,Bangalore,13.5833,12671
2023-02-16,Thursday,SpiceJet,Economy,Kolkata,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,13.8333,9774
2023-01-25,Wednesday,Indigo,Economy,Mumbai,12 PM - 6 PM,non-stop,After 6 PM,Hyderabad,1.5833,5103
2023-03-03,Friday,Vistara,Premium Economy,Mumbai,12 PM - 6 PM,non-stop,After 6 PM,Delhi,2.1667,7266
2023-01-18,Wednesday,Indigo,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Ahmedabad,6.75,13898
2023-02-03,Friday,Indigo,Economy,Hyderabad,After 6 PM,1-stop,Before 6 AM,Chennai,5.8333,8283
2023-02-02,Thursday,Indigo,Economy,Chennai,After 6 PM,1-stop,6 AM - 12 PM,Ahmedabad,7.4167,4899
2023-02-01,Wednesday,Air India,Business,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,8.25,54879
2023-01-18,Wednesday,Vistara,Premium Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,7.9167,25130
2023-01-19,Thursday,Air India,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,8.5,16245
2023-01-23,Monday,Vistara,Economy,Delhi,12 PM - 6 PM,1-stop,6 AM - 12 PM,Kolkata,17.0833,17190
2023-01-29,Sunday,Air India,Economy,Chennai,6 AM - 12 PM,2+-stop,After 6 PM,Ahmedabad,9.6667,17919
2023-01-19,Thursday,Vistara,Business,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,11.4167,81663
2023-01-21,Saturday,Indigo,Economy,Hyderabad,12 PM - 6 PM,1-stop,12 PM - 6 PM,Bangalore,3.5833,12707
2023-02-12,Sunday,Air India,Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,13.75,6358
2023-03-05,Sunday,Air India,Economy,Mumbai,12 PM - 6 PM,1-stop,Before 6 AM,Delhi,14.3333,10143
2023-01-25,Wednesday,Air India,Business,Ahmedabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Chennai,25.9167,47220
2023-02-10,Friday,Vistara,Premium Economy,Bangalore,After 6 PM,1-stop,12 PM - 6 PM,Hyderabad,17.8333,15007
2023-01-24,Tuesday,Vistara,Business,Kolkata,12 PM - 6 PM,1-stop,Before 6 AM,Hyderabad,6.5833,49225
2023-01-22,Sunday,Vistara,Economy,Delhi,After 6 PM,2+-stop,After 6 PM,Chennai,29.0,19345
2023-02-11,Saturday,Vistara,Business,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Hyderabad,12.25,78635
2023-02-11,Saturday,Indigo,Economy,Bangalore,Before 6 AM,1-stop,12 PM - 6 PM,Delhi,7.6667,5659
2023-01-17,Tuesday,Air India,Economy,Hyderabad,After 6 PM,non-stop,After 6 PM,Delhi,2.6667,5597
2023-03-06,Monday,Vistara,Premium Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,24.25,13178
2023-02-19,Sunday,Air India,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Chennai,12.5833,8895
2023-02-08,Wednesday,Air India,Business,Kolkata,After 6 PM,non-stop,After 6 PM,Delhi,2.5833,28528
2023-01-27,Friday,Air India,Business,Kolkata,6 AM - 12 PM,1-stop,6 AM - 12 PM,Ahmedabad,23.9167,47937
2023-01-17,Tuesday,Indigo,Economy,Kolkata,After 6 PM,1-stop,Before 6 AM,Bangalore,6.3333,15976
2023-01-17,Tuesday,Air India,Economy,Mumbai,Before 6 AM,1-stop,After 6 PM,Delhi,12.25,17073
2023-02-16,Thursday,Vistara,Business,Mumbai,After 6 PM,1-stop,12 PM - 6 PM,Chennai,20.5833,57565
2023-02-16,Thursday,Vistara,Economy,Mumbai,12 PM - 6 PM,1-stop,6 AM - 12 PM,Chennai,18.6667,13871
2023-01-19,Thursday,Vistara,Economy,Kolkata,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,12.6667,18057
2023-02-08,Wednesday,Vistara,Business,Mumbai,6 AM - 12 PM,2+-stop,12 PM - 6 PM,Chennai,9.3333,88063
2023-02-06,Monday,Vistara,Business,Hyderabad,12 PM - 6 PM,1-stop,After 6 PM,Chennai,10.0833,41549
2023-02-09,Thursday,Vistara,Premium Economy,Delhi,12 PM - 6 PM,1-stop,6 AM - 12 PM,Hyderabad,14.0,12822
2023-01-17,Tuesday,Vistara,Premium Economy,Delhi,After 6 PM,1-stop,12 PM - 6 PM,Hyderabad,15.5833,22398
2023-02-23,Thursday,Air India,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Chennai,8.0,5542
2023-02-13,Monday,Air India,Business,Chennai,After 6 PM,non-stop,After 6 PM,Mumbai,2.4167,23584
2023-01-27,Friday,Indigo,Economy,Hyderabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,5.25,7764
2023-01-18,Wednesday,Vistara,Economy,Hyderabad,6 AM - 12 PM,2+-stop,After 6 PM,Mumbai,12.0833,15923
2023-02-18,Saturday,Air India,Economy,Chennai,After 6 PM,1-stop,12 PM - 6 PM,Hyderabad,16.25,6358
2023-01-24,Tuesday,GO FIRST,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,13.4167,8475
2023-02-25,Saturday,Vistara,Premium Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,26.3333,16398
2023-01-26,Thursday,Air India,Business,Delhi,After 6 PM,1-stop,Before 6 AM,Chennai,5.0833,45257
2023-02-14,Tuesday,Air India,Business,Bangalore,12 PM - 6 PM,1-stop,6 AM - 12 PM,Mumbai,18.25,54879
2023-01-19,Thursday,Air India,Economy,Chennai,6 AM - 12 PM,1-stop,6 AM - 12 PM,Kolkata,26.6667,12343
2023-02-05,Sunday,Air India,Business,Hyderabad,After 6 PM,1-stop,6 AM - 12 PM,Ahmedabad,10.4167,43766
2023-01-18,Wednesday,Vistara,Business,Bangalore,After 6 PM,1-stop,12 PM - 6 PM,Hyderabad,16.9167,71198
2023-02-09,Thursday,Vistara,Premium Economy,Hyderabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Chennai,24.25,17379
2023-02-24,Friday,Vistara,Economy,Hyderabad,6 AM - 12 PM,1-stop,After 6 PM,Kolkata,11.3333,8970
2023-01-23,Monday,GO FIRST,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Chennai,12.75,4788
2023-01-17,Tuesday,Vistara,Business,Kolkata,12 PM - 6 PM,non-stop,12 PM - 6 PM,Delhi,2.4167,46448
2023-02-01,Wednesday,Vistara,Economy,Mumbai,After 6 PM,1-stop,After 6 PM,Ahmedabad,25.25,10505
2023-02-13,Monday,Air India,Economy,Mumbai,6 AM - 12 PM,1-stop,6 AM - 12 PM,Kolkata,21.0833,10248
2023-01-20,Friday,Vistara,Business,Bangalore,After 6 PM,1-stop,Before 6 AM,Delhi,5.6667,81922
2023-02-11,Saturday,Air India,Economy,Kolkata,After 6 PM,1-stop,6 AM - 12 PM,Mumbai,14.3333,13647
2023-02-28,Tuesday,Indigo,Economy,Hyderabad,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,6.6667,6038
2023-02-03,Friday,Vistara,Business,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Chennai,10.0,68989
2023-03-04,Saturday,Air India,Economy,Hyderabad,6 AM - 12 PM,1-stop,After 6 PM,Delhi,10.0,7355
2023-02-01,Wednesday,Vistara,Business,Bangalore,After 6 PM,1-stop,After 6 PM,Chennai,25.3333,44475
2023-01-30,Monday,Vistara,Economy,Bangalore,After 6 PM,1-stop,12 PM - 6 PM,Mumbai,20.0833,8367
2023-02-18,Saturday,Air India,Economy,Hyderabad,Before 6 AM,1-stop,After 6 PM,Mumbai,14.5833,19283
2023-02-03,Friday,Indigo,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,7.25,6214
2023-02-27,Monday,Indigo,Economy,Kolkata,Before 6 AM,1-stop,12 PM - 6 PM,Mumbai,6.4167,8453
2023-02-12,Sunday,Vistara,Premium Economy,Mumbai,12 PM - 6 PM,1-stop,6 AM - 12 PM,Delhi,16.1667,10839
2023-02-08,Wednesday,Air India,Business,Delhi,6 AM - 12 PM,1-stop,6 AM - 12 PM,Hyderabad,25.3333,44405
2023-02-10,Friday,Vistara,Premium Economy,Delhi,6 AM - 12 PM,non-stop,6 AM - 12 PM,Mumbai,2.1667,7278
2023-02-07,Tuesday,Air India,Economy,Bangalore,12 PM - 6 PM,1-stop,6 AM - 12 PM,Mumbai,20.0,5133
2023-02-23,Thursday,Air India,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,5.0833,6022
2023-02-08,Wednesday,Air India,Economy,Mumbai,12 PM - 6 PM,1-stop,6 AM - 12 PM,Hyderabad,16.6667,4778
2023-02-26,Sunday,Air India,Business,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Chennai,15.5833,49613
2023-02-17,Friday,Air India,Business,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,11.4167,42457
2023-01-29,Sunday,Vistara,Business,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,8.9167,62746
2023-02-18,Saturday,Vistara,Economy,Ahmedabad,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,26.5,9928
2023-02-17,Friday,Vistara,Economy,Ahmedabad,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,12.0833,8653
2023-02-27,Monday,Vistara,Economy,Chennai,6 AM - 12 PM,2+-stop,After 6 PM,Mumbai,8.5833,13971
2023-02-25,Saturday,Vistara,Business,Ahmedabad,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,14.5,49460
2023-03-04,Saturday,Vistara,Business,Hyderabad,12 PM - 6 PM,1-stop,12 PM - 6 PM,Bangalore,23.3333,64374
2023-01-16,Monday,Air India,Business,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Chennai,14.9167,50894
2023-01-24,Tuesday,Air India,Economy,Ahmedabad,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,13.75,26797
2023-02-25,Saturday,Air India,Business,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,5.8333,50289
2023-03-03,Friday,Vistara,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Hyderabad,11.0833,9840
2023-02-07,Tuesday,Vistara,Premium Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,32.5,16419
2023-02-07,Tuesday,Air India,Economy,Ahmedabad,After 6 PM,1-stop,After 6 PM,Mumbai,20.75,17872
2023-02-11,Saturday,Vistara,Business,Hyderabad,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,9.75,54182
2023-02-04,Saturday,Air India,Business,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,8.6667,42716
2023-01-24,Tuesday,Air India,Economy,Ahmedabad,After 6 PM,non-stop,After 6 PM,Mumbai,1.4167,14092
2023-01-21,Saturday,Vistara,Economy,Hyderabad,After 6 PM,1-stop,After 6 PM,Delhi,24.75,13897
2023-02-05,Sunday,Vistara,Premium Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,8.3333,16958
2023-03-02,Thursday,Indigo,Economy,Kolkata,After 6 PM,non-stop,After 6 PM,Bangalore,2.6667,7557
2023-03-06,Monday,Air India,Business,Ahmedabad,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,8.9167,48452
2023-02-06,Monday,Indigo,Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,5.5,6507
2023-01-28,Saturday,Air India,Business,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,13.5,42457
2023-02-20,Monday,Vistara,Economy,Kolkata,6 AM - 12 PM,2+-stop,After 6 PM,Chennai,9.5833,16136
2023-02-08,Wednesday,Vistara,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,5.4167,6921
2023-01-20,Friday,Vistara,Economy,Hyderabad,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,16.1667,15113
2023-02-01,Wednesday,Vistara,Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,13.6667,10644
2023-01-25,Wednesday,AirAsia,Economy,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Kolkata,10.5,11472
2023-03-03,Friday,Air India,Economy,Chennai,6 AM - 12 PM,1-stop,6 AM - 12 PM,Bangalore,4.9167,4867
2023-02-08,Wednesday,Vistara,Premium Economy,Bangalore,6 AM - 12 PM,1-stop,Before 6 AM,Hyderabad,15.6667,8971
2023-01-19,Thursday,Air India,Economy,Bangalore,12 PM - 6 PM,1-stop,6 AM - 12 PM,Kolkata,18.0833,15213
2023-02-21,Tuesday,Vistara,Economy,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Hyderabad,12.5,11508
2023-01-30,Monday,Vistara,Business,Kolkata,After 6 PM,non-stop,After 6 PM,Delhi,2.4167,28528
2023-02-05,Sunday,Vistara,Premium Economy,Chennai,12 PM - 6 PM,1-stop,12 PM - 6 PM,Ahmedabad,21.5833,20618
2023-01-23,Monday,Air India,Economy,Mumbai,Before 6 AM,2+-stop,After 6 PM,Hyderabad,13.25,13064
2023-02-28,Tuesday,Air India,Business,Hyderabad,After 6 PM,1-stop,After 6 PM,Chennai,22.75,51830
2023-02-06,Monday,Vistara,Business,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,10.4167,58241
2023-02-06,Monday,Vistara,Economy,Delhi,12 PM - 6 PM,2+-stop,6 AM - 12 PM,Chennai,22.5,13532
2023-02-25,Saturday,Vistara,Business,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,9.75,62831
2023-03-03,Friday,Air India,Economy,Ahmedabad,12 PM - 6 PM,1-stop,6 AM - 12 PM,Mumbai,19.25,9559
2023-02-09,Thursday,Vistara,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Ahmedabad,13.3333,7700
2023-02-22,Wednesday,Vistara,Business,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,13.9167,41224
2023-02-12,Sunday,Vistara,Premium Economy,Hyderabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Bangalore,25.0833,9337
2023-02-26,Sunday,Vistara,Premium Economy,Chennai,12 PM - 6 PM,1-stop,12 PM - 6 PM,Ahmedabad,21.5833,13184
2023-03-01,Wednesday,Indigo,Economy,Delhi,Before 6 AM,1-stop,6 AM - 12 PM,Chennai,6.1667,6083
2023-01-23,Monday,Indigo,Economy,Kolkata,After 6 PM,non-stop,After 6 PM,Bangalore,2.6667,8712
2023-02-10,Friday,Air India,Economy,Hyderabad,12 PM - 6 PM,2+-stop,After 6 PM,Delhi,9.6667,9308
2023-02-19,Sunday,Vistara,Premium Economy,Hyderabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Bangalore,4.1667,10457
2023-02-03,Friday,Vistara,Business,Delhi,12 PM - 6 PM,2+-stop,After 6 PM,Ahmedabad,7.8333,72443
2023-02-26,Sunday,Indigo,Economy,Mumbai,After 6 PM,1-stop,Before 6 AM,Kolkata,5.6667,8925
2023-02-11,Saturday,Vistara,Business,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,5.5833,45760
2023-03-01,Wednesday,Vistara,Economy,Delhi,After 6 PM,1-stop,After 6 PM,Chennai,24.0833,8895
2023-01-16,Monday,Indigo,Economy,Bangalore,12 PM - 6 PM,non-stop,After 6 PM,Mumbai,1.9167,3265
2023-02-16,Thursday,Vistara,Economy,Chennai,6 AM - 12 PM,2+-stop,After 6 PM,Mumbai,16.5833,14811
2023-02-26,Sunday,Vistara,Premium Economy,Ahmedabad,Before 6 AM,1-stop,After 6 PM,Delhi,14.9167,14525
2023-02-04,Saturday,Vistara,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,8.4167,10943
2023-02-24,Friday,Vistara,Business,Kolkata,12 PM - 6 PM,1-stop,6 AM - 12 PM,Bangalore,14.25,52305
2023-02-09,Thursday,Vistara,Premium Economy,Ahmedabad,Before 6 AM,1-stop,Before 6 AM,Delhi,19.9167,10339
2023-01-16,Monday,Vistara,Premium Economy,Mumbai,After 6 PM,1-stop,After 6 PM,Kolkata,20.75,18970
2023-02-24,Friday,SpiceJet,Economy,Chennai,After 6 PM,1-stop,6 AM - 12 PM,Mumbai,11.3333,5268
2023-02-17,Friday,Air India,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Chennai,12.25,11571
2023-02-19,Sunday,Vistara,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Delhi,12.25,9238
2023-01-29,Sunday,Air India,Business,Mumbai,6 AM - 12 PM,1-stop,Before 6 AM,Bangalore,15.0833,54608
2023-02-21,Tuesday,Air India,Business,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,11.8333,50969
2023-02-25,Saturday,Vistara,Economy,Mumbai,6 AM - 12 PM,2+-stop,After 6 PM,Kolkata,7.5833,13627
2023-02-13,Monday,Vistara,Economy,Ahmedabad,6 AM - 12 PM,1-stop,After 6 PM,Kolkata,15.5833,9928
2023-03-02,Thursday,Air India,Business,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Chennai,13.8333,49613
2023-02-20,Monday,Indigo,Economy,Kolkata,After 6 PM,1-stop,Before 6 AM,Delhi,6.1667,18195
2023-02-07,Tuesday,Air India,Business,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,8.3333,88366
2023-01-31,Tuesday,Indigo,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Ahmedabad,6.6667,7058
2023-01-17,Tuesday,Vistara,Business,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,10.1667,57789
2023-01-30,Monday,Vistara,Business,Kolkata,12 PM - 6 PM,1-stop,6 AM - 12 PM,Bangalore,17.0,71076
2023-02-08,Wednesday,Vistara,Premium Economy,Chennai,After 6 PM,1-stop,After 6 PM,Mumbai,22.8333,17054
2023-03-01,Wednesday,Vistara,Premium Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,12.8333,14447
2023-03-06,Monday,Vistara,Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Chennai,9.1667,15747
2023-01-31,Tuesday,Vistara,Business,Kolkata,After 6 PM,1-stop,After 6 PM,Hyderabad,25.0833,87473
2023-02-06,Monday,Air India,Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,13.75,7303
2023-02-19,Sunday,Indigo,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Ahmedabad,6.75,7058
2023-02-16,Thursday,GO FIRST,Economy,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Kolkata,10.0,9440
2023-01-31,Tuesday,Indigo,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,6.4167,6214
2023-02-27,Monday,Vistara,Business,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Chennai,7.5833,57565
2023-02-07,Tuesday,Air India,Economy,Hyderabad,12 PM - 6 PM,1-stop,12 PM - 6 PM,Bangalore,24.0,10028
2023-02-01,Wednesday,Vistara,Business,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,9.9167,57665
